SRA Accession,RECEIPT,TRAVEL,SNP,lat ,lon,Discrepancy Lat/Lon,Country,Region,Sub-region,RECEIPT_datetime,Cluster
SRR8186082,2018-10-31,,1.1.2.12.421.429.12349,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-31,6
SRR8201775,2018-10-31,,1.1.2.12.12.590.9951,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-31,6
SRR8201858,2018-11-01,European continent,1.1.2.63.63.3346.12355,#N/A,#N/A,1.0,NA,Europe,,2018-11-01,6
SRR8490856,2018-11-01,,1.1.2.12.421.429.12343,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-01,6
SRR8485123,2018-11-02,,1.1.2.274.3362.5688.12361,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-02,6
SRR8204778,2018-11-07,Egypt,1.1.2.2652.4037.5692.12383,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-11-07,6
SRR8204052,2018-11-07,Turkey,1.1.2.1326.2022.2792.12389,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-07,6
SRR8484232,2018-11-07,Egypt,1.1.2.64.64.5693.12387,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-11-07,6
SRR8204808,2018-11-07,,1.1.2.28.195.195.7126,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-07,6
SRR8186083,2018-10-31,Middle East (region),1.1.2.28.354.5686.12357,#N/A,#N/A,1.0,NA,Asia,,2018-10-31,6
SRR8239866,2018-11-06,,1.1.2.28.2230.2759.11620,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-06,6
SRR8201846,2018-11-06,Turkey,1.1.2.28.149.149.12019,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-06,6
SRR8201810,2018-11-06,,1.1.2.237.3136.4038.12372,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-06,6
SRR8499358,2018-11-06,,1.1.2.28.149.149.12280,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-06,6
SRR8490785,2018-11-06,,1.1.2.28.149.149.11650,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-06,6
SRR8204815,2018-11-07,Asian continent,1.1.2.28.195.195.12386,#N/A,#N/A,1.0,NA,Asia,,2018-11-07,6
SRR8204039,2018-11-07,Turkey,1.1.2.1712.475.3156.12385,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-07,6
SRR1966481,2014-08-01,Tunisia,1.1.2.28.419.444.1979,33.886917,9.537499,0.0,Tunisia,Africa,Northern Africa,2014-08-01,6
SRR1967706,2014-08-01,Bulgaria,1.1.2.12.12.590.1520,42.733883,25.48583,0.0,Bulgaria,Europe,Eastern Europe,2014-08-01,6
SRR8182954,2018-10-30,Tanzania,1.1.2.28.4033.5683.12335,-6.369028,34.888822,0.0,Tanzania,Africa,Sub-Saharan Africa,2018-10-30,6
SRR8181847,2018-10-30,Turkey,1.1.2.28.149.149.12147,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-30,6
SRR8172816,2018-10-26,Turkey,1.1.2.1711.2003.2405.11428,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-26,6
SRR8184619,2018-10-26,,1.1.2.12.421.429.12310,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-26,6
SRR8204766,2018-10-26,,1.1.2.12.12.590.12311,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-26,6
SRR8172829,2018-10-26,Turkey,1.1.2.28.149.149.12305,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-26,6
SRR8172807,2018-10-26,,1.1.2.80.349.4328.12314,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-26,6
SRR8204752,2018-10-29,Turkey,1.1.2.28.149.149.12320,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-29,6
SRR8137418,2018-10-17,Turkey,1.1.2.28.149.149.12283,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-17,6
SRR1969196,2014-08-01,Egypt,1.1.2.28.490.508.573,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-08-01,6
SRR8201789,2018-11-02,Turkey,1.1.2.1712.475.3156.12369,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-02,6
SRR8201799,2018-11-02,,1.1.2.28.2852.3606.11880,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-02,6
SRR8201826,2018-11-06,Turkey,1.1.2.1712.475.3156.12373,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-06,6
SRR8201827,2018-11-06,Cyprus,1.1.2.1326.800.2147.12382,35.126413,33.429859,0.0,Cyprus,Asia,Western Asia,2018-11-06,6
SRR8201791,2018-11-06,Turkey,1.1.2.1711.2003.2405.11428,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-06,6
SRR8201848,2018-10-31,,1.1.2.15.361.5354.12345,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-31,6
SRR8492463,2018-10-31,,1.1.2.504.2340.5677.12278,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-31,6
SRR8087141,2018-10-10,,1.1.2.28.149.149.12070,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR1968927,2014-08-08,,1.1.2.1712.58.570.2087,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-08,6
SRR1967009,2014-08-08,Turkey,1.1.2.19.19.448.2640,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-08-08,6
SRR1967298,2014-08-08,,1.1.2.2073.768.842.1069,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-08,6
SRR8114872,2018-10-11,,1.1.2.15.4022.5653.12174,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-11,6
SRR8098381,2018-10-12,Cuba,1.1.2.15.361.5639.12109,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2018-10-12,6
SRR8116983,2018-10-15,Thailand,1.1.2.28.4025.5658.12186,15.870032,100.992541,0.0,Thailand,Asia,South-eastern Asia,2018-10-15,6
SRR8116998,2018-10-15,,1.1.2.237.3136.4038.12182,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-15,6
SRR8184524,2018-10-10,,1.1.2.4.4.3944.12145,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR8087118,2018-10-10,,1.1.2.28.43.883.12140,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR8084308,2018-10-09,Turkey,1.1.2.28.149.149.12147,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-09,6
SRR8149159,2018-10-10,,1.1.2.28.43.1319.12120,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR8084249,2018-10-10,,1.1.2.28.3641.4889.10550,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR8490843,2018-10-11,Sri lanka,1.1.2.178.3157.4073.12159,7.873054,80.771797,0.0,Sri lanka,Asia,Southern Asia,2018-10-11,6
SRR8106755,2018-10-11,,1.1.2.12.421.429.11352,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-11,6
SRR8490763,2018-10-11,,1.1.2.63.63.3346.12177,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-11,6
SRR8184522,2018-10-11,Egypt,1.1.2.28.43.1319.11747,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-11,6
SRR1970278,2014-08-06,Egypt,1.1.2.28.415.1171.1563,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-08-06,6
SRR1967903,2014-08-06,Turkey,1.1.2.1712.475.492.759,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-08-06,6
SRR1970032,2014-08-12,,1.1.2.89.89.89.89,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-12,6
SRR8288213,2018-10-09,,1.1.2.12.12.12.12139,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-09,6
SRR8116989,2018-10-09,,1.1.2.28.195.358.12142,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-09,6
SRR8172801,2018-10-09,Indonesia,1.1.2.28.195.195.12134,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2018-10-09,6
SRR1965086,2014-08-13,,1.1.2.1714.48.1036.1363,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-13,6
SRR1969103,2014-08-13,,1.1.2.314.476.493.548,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-13,6
SRR1966931,2014-08-11,Egypt,1.1.2.359.367.368.1085,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-08-11,6
SRR1969399,2014-08-12,,1.1.2.1326.373.375.1219,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-12,6
SRR1966512,2014-08-12,Indonesia,1.1.2.28.1489.1719.2377,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2014-08-12,6
SRR1967958,2014-08-12,,1.1.2.63.63.755.1530,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-12,6
SRR1968035,2014-08-06,Spain,1.1.2.80.100.100.100,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2014-08-06,6
SRR8087219,2018-10-09,Turkey,1.1.2.28.149.149.7874,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-09,6
SRR8149398,2018-10-10,Egypt,1.1.2.28.43.380.403,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-10,6
SRR8097916,2018-10-10,,1.1.2.4.4.3944.12145,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-10,6
SRR8087140,2018-10-09,Egypt,1.1.2.28.43.1319.12120,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-09,6
SRR8435771,2018-10-09,Indonesia,1.1.2.28.3510.4630.12125,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2018-10-09,6
SRR8098370,2018-10-09,,1.1.2.15.15.3655.12149,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-09,6
SRR8113207,2018-10-09,Cuba,1.1.2.15.15.3655.12114,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2018-10-09,6
SRR8484226,2018-10-09,Egypt,1.1.2.28.2230.2759.11489,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-09,6
SRR8149432,2018-10-22,Caribbean,1.1.2.61.61.561.12267,#N/A,#N/A,1.0,Caribbean,Americas,Northern America,2018-10-22,6
SRR8118172,2018-10-16,Egypt,1.1.2.28.43.380.403,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-16,6
SRR8490819,2018-10-16,,1.1.2.173.3000.4848.10409,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR8116974,2018-10-16,Egypt,1.1.2.32.1671.4117.12189,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-10-16,6
SRR1966065,2014-08-06,,1.1.2.273.273.273.1836,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-06,6
SRR1968551,2014-08-06,Egypt,1.1.2.273.1454.1676.2308,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-08-06,6
SRR1966277,2014-08-06,Egypt,1.1.2.64.64.64.942,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-08-06,6
SRR1966607,2014-08-06,African continent,1.1.2.28.419.444.2637,#N/A,#N/A,1.0,NA,Africa,,2014-08-06,6
SRR8166223,2018-10-22,,1.1.2.12.421.429.12258,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-22,6
SRR8166212,2018-10-22,Dominican republic,1.1.2.61.61.5674.12262,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2018-10-22,6
SRR8116959,2018-10-16,Cyprus,1.1.2.237.3136.4038.12192,35.126413,33.429859,0.0,Cyprus,Asia,Western Asia,2018-10-16,6
SRR8181840,2018-10-22,,1.1.2.80.349.4328.12228,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-22,6
SRR8149428,2018-10-23,,1.1.2.28.2168.5638.12240,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-23,6
SRR8142763,2018-10-18,,1.1.2.15.361.5666.12216,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-18,6
SRR8142752,2018-10-18,Dominican republic,1.1.2.61.61.4827.12221,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2018-10-18,6
SRR8142751,2018-10-18,,1.1.2.12.12.5665.12215,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-18,6
SRR8204753,2018-10-18,Dominican republic,1.1.2.61.61.561.12222,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2018-10-18,6
SRR8281265,2018-10-17,Cyprus,1.1.2.28.43.1319.12219,35.126413,33.429859,0.0,Cyprus,Asia,Western Asia,2018-10-17,6
SRR8137457,2018-10-17,,1.1.2.28.4030.5668.12218,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-17,6
SRR1969660,2014-08-08,Tunisia,1.1.2.28.1284.1467.1989,33.886917,9.537499,0.0,Tunisia,Africa,Northern Africa,2014-08-08,6
SRR8117026,2018-10-15,Cuba,1.1.2.15.15.3655.12114,21.521757,-77.781167,0.0,Cuba,Americas,Latin America and the Caribbean,2018-10-15,6
SRR8117043,2018-10-15,,1.1.2.1326.2022.2792.11527,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-15,6
SRR8325596,2018-10-15,Turkey,1.1.2.28.149.149.7874,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-10-15,6
SRR8118175,2018-10-16,,1.1.2.28.2230.2759.11489,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR8283331,2018-10-16,,1.1.2.1148.1901.2268.12183,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR8369266,2018-10-16,,1.1.2.28.149.149.12283,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR1967516,2014-08-07,South American continent,1.1.2.15.610.651.788,#N/A,#N/A,1.0,NA,Americas,Southern America,2014-08-07,6
SRR1967033,2014-08-08,Spain,1.1.2.63.63.1421.1926,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2014-08-08,6
SRR1969741,2014-08-01,Tanzania,1.1.2.28.372.583.692,-6.369028,34.888822,0.0,Tanzania,Africa,Sub-Saharan Africa,2014-08-01,6
SRR1966765,2014-08-08,Tunisia,1.1.2.96.670.1860.2601,33.886917,9.537499,0.0,Tunisia,Africa,Northern Africa,2014-08-08,6
SRR1968973,2014-08-08,,1.1.2.165.165.165.744,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-08,6
SRR8142771,2018-10-18,Morocco,1.1.2.80.349.4328.12228,31.791702,-7.09262,0.0,Morocco,Africa,Northern Africa,2018-10-18,6
SRR1967310,2014-08-06,,1.1.2.99.99.99.99,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-06,6
SRR1968626,2014-08-06,,1.1.2.2073.558.586.696,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-06,6
SRR1966083,2014-08-06,,1.1.2.29.29.29.1998,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-08-06,6
SRR8117013,2018-10-16,,1.1.2.28.149.5661.12200,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR8239904,2018-10-16,,1.1.2.67.3220.5656.12181,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-10-16,6
SRR8377924,2018-12-10,,1.1.2.12.12.12.9908,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-10,6
SRR8333779,2018-12-05,,1.1.2.2533.3617.4833.12516,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-05,6
SRR8367076,2018-12-06,,1.1.2.28.4061.5741.12541,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-06,6
SRR8364481,2018-12-06,,1.1.2.12.12.12.9908,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-06,6
SRR8364491,2018-12-06,,1.1.2.314.4059.5739.12537,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-06,6
SRR8367073,2018-12-06,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-06,6
SRR8366163,2018-12-07,,1.1.2.12.12.12.9908,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-07,6
SRR8366138,2018-12-07,,1.1.2.28.149.149.12535,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-07,6
SRR8366144,2018-12-07,,1.1.2.12.12.590.10102,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-07,6
SRR8364465,2018-12-07,,1.1.2.28.43.1319.12536,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-07,6
SRR8490794,2018-12-05,Cyprus,1.1.2.237.3136.4038.11530,35.126413,33.429859,0.0,Cyprus,Asia,Western Asia,2018-12-05,6
SRR8382030,2018-12-10,,1.1.2.28.43.1319.12560,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-10,6
SRR1966730,2014-07-24,,1.1.2.208.208.904.1159,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-24,6
SRR3049412,2014-07-21,,1.1.2.28.415.422.1508,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-21,6
SRR3048572,2014-07-21,,1.1.2.314.476.493.791,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-21,6
SRR3048821,2014-07-21,India,1.1.2.66.66.66.66,20.593684,78.96288,0.0,India,Asia,Southern Asia,2014-07-21,6
SRR3049804,2014-07-21,Egypt,1.1.2.359.380.383.390,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-07-21,6
SRR8366169,2018-12-11,,1.1.2.2533.3617.4833.12516,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-11,6
SRR8370540,2018-12-11,Unknown Destination,1.1.2.237.3136.4038.11530,#N/A,#N/A,1.0,NA,,,2018-12-11,6
SRR8325604,2018-12-04,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-04,6
SRR1969978,2014-07-29,,1.1.2.83.83.83.83,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-29,6
SRR1965505,2014-07-24,,1.1.2.83.83.83.83,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-24,6
SRR1969447,2014-07-25,,1.1.2.2073.514.535.616,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-25,6
SRR1969388,2014-07-25,,1.1.2.131.456.1040.2122,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-25,6
SRR8490787,2018-12-03,Spain,1.1.2.28.195.195.12511,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2018-12-03,6
SRR8325628,2018-12-03,Egypt,1.1.2.28.43.883.12501,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-03,6
SRR8325593,2018-12-04,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-04,6
SRR8325584,2018-12-04,Gambia,1.1.2.2306.3558.5729.12505,13.443182,-15.310139,0.0,Gambia,Africa,Sub-Saharan Africa,2018-12-04,6
SRR8325633,2018-12-04,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-04,6
SRR8367072,2018-12-11,Hong kong,1.1.2.7.4063.5743.12544,22.396428,114.109497,0.0,Hong kong,Asia,Eastern Asia,2018-12-11,6
SRR8492453,2018-12-05,,1.1.2.64.64.5693.12508,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-05,6
SRR8325576,2018-12-05,India,1.1.2.178.3157.4073.12517,20.593684,78.96288,0.0,India,Asia,Southern Asia,2018-12-05,6
SRR8325580,2018-12-05,,1.1.2.15.4054.5733.12518,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-05,6
SRR1965220,2014-07-25,,1.1.2.80.164.164.1716,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-25,6
SRR1967012,2014-07-25,Egypt,1.1.2.359.367.368.1085,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-07-25,6
SRR1966415,2014-07-25,,1.1.2.2073.389.2854.1912,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-25,6
SRR1969366,2014-07-23,Indonesia,1.1.2.28.195.195.658,-0.789275,113.921327,0.0,Indonesia,Asia,South-eastern Asia,2014-07-23,6
SRR1968889,2014-07-23,,1.1.2.28.43.43.425,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-23,6
SRR3049630,2014-07-16,,1.1.2.28.109.109.1929,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-16,6
SRR1968349,2014-07-18,,1.1.2.28.415.422.2596,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-18,6
SRR1965253,2014-07-18,,1.1.2.317.507.528.1638,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-18,6
SRR1965932,2014-07-18,,1.1.2.314.476.493.791,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-18,6
SRR3049473,2014-07-21,Turkey,1.1.2.65.65.65.65,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-07-21,6
SRR1968212,2014-07-15,,1.1.2.42.74.74.74,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-15,6
SRR1965960,2014-07-15,Egypt,1.1.2.28.43.43.425,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-07-15,6
SRR1969057,2014-07-15,United states,1.1.2.28.1310.1496.2033,37.09024,-95.712891,0.0,United states,Americas,Northern America,2014-07-15,6
SRR3049905,2014-07-15,,1.1.2.15.1173.1332.1793,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-15,6
SRR3049013,2014-07-16,Poland,1.1.2.127.127.1273.2151,51.919438,19.145136,0.0,Poland,Europe,Eastern Europe,2014-07-16,6
SRR1969303,2014-07-17,,1.1.2.28.413.420.442,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-17,6
SRR3049800,2014-07-16,,1.1.2.63.63.603.718,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-16,6
SRR8484165,2018-12-12,Unknown Destination,1.1.2.64.64.5693.12508,#N/A,#N/A,1.0,NA,,,2018-12-12,6
SRR8377937,2018-12-12,,1.1.2.12.12.12.9908,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-12,6
SRR8405200,2018-12-13,,1.1.2.12.12.590.12561,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-13,6
SRR8380057,2018-12-13,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-13,6
SRR8389679,2018-12-14,Egypt,1.1.2.2073.389.2854.12576,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-14,6
SRR8389915,2018-12-14,,1.1.2.12.12.590.10407,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-14,6
SRR8490796,2018-12-17,,1.1.2.12.12.12.9908,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-17,6
SRR1969894,2014-07-22,,1.1.2.63.63.63.63,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-22,6
SRR8368713,2018-12-11,,1.1.2.28.43.883.12501,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-12-11,6
SRR8485173,2018-12-11,Egypt,1.1.2.64.64.5693.12508,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-11,6
SRR8370519,2018-12-11,Spain,1.1.2.28.195.195.8125,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2018-12-11,6
SRR8377940,2018-12-12,Egypt,1.1.2.28.43.5747.12554,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2018-12-12,6
SRR1969878,2014-07-22,Egypt,1.1.2.28.43.43.43,26.820553,30.802498,0.0,Egypt,Africa,Northern Africa,2014-07-22,6
SRR1965891,2014-07-22,,1.1.2.165.165.165.744,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-22,6
SRR1967313,2014-07-22,Turkey,1.1.2.19.19.515.580,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-07-22,6
SRR1969807,2014-07-22,Turkey,1.1.2.29.29.29.491,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2014-07-22,6
SRR1969138,2014-07-29,,1.1.2.2073.558.586.696,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-29,6
SRR3048551,2014-07-16,,1.1.2.63.63.63.63,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-16,6
SRR3049155,2014-07-16,,1.1.2.28.195.457.2464,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-16,6
SRR3049841,2014-07-16,,1.1.2.63.63.63.63,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-16,6
SRR1968686,2014-07-17,,1.1.2.346.346.346.2535,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-17,6
SRR1969788,2014-07-17,Dominican republic,1.1.2.61.61.61.61,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2014-07-17,6
SRR1965565,2014-07-17,,1.1.2.60.60.60.60,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-17,6
SRR1966363,2014-07-17,,1.1.2.80.164.164.1911,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2014-07-17,6
SRR1968590,2014-07-17,Spain,1.1.2.80.164.164.164,40.463667,-3.74922,0.0,Spain,Europe,Southern Europe,2014-07-17,6
SRR8269077,2018-11-13,China,1.1.2.2656.4044.5703.12428,35.86166,104.195397,0.0,China,Asia,Eastern Asia,2018-11-13,6
SRR8258143,2018-11-13,Dominican republic,1.1.2.61.61.61.12424,18.735693,-70.162651,0.0,Dominican republic,Americas,Latin America and the Caribbean,2018-11-13,6
SRR8258155,2018-11-13,,1.1.2.12.12.590.12420,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-13,6
SRR8258099,2018-11-13,Turkey,1.1.2.1712.475.3156.12369,38.963745,35.243322,0.0,Turkey,Asia,Western Asia,2018-11-13,6
SRR8258090,2018-11-13,,1.1.2.28.195.5704.12431,#N/A,#N/A,0.0,United Kingdom,Europe,Northern Europe,2018-11-13,6
